,duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0,0:00:50,100,0.8170432960987091,-55.734773632444664,1000.0,1.8078207347411668
1,0:01:39,200,0.7662054866552352,-146.62216775046357,1000.0,1.0757540085015351
2,0:02:21,300,0.6748140245676041,-104.03758409227495,1000.0,1.418758195709795
3,0:03:03,400,0.5723127049207687,-115.673485436588,1000.0,1.3250350090496352
4,0:03:45,500,0.4817734429240227,-102.8708835426667,1000.0,1.4281555677011697
5,0:04:27,600,0.4027451115846634,-59.32679857374095,1000.0,1.7788882082355515
6,0:05:15,700,0.3367310807108879,36.39476233059897,1000.0,2.5498924866814114
7,0:06:00,800,0.2922138586640358,229.37399096679923,1000.0,4.104273856186913
8,0:06:50,900,0.26553354173898697,409.75452221692063,1000.0,5.55717704777993
9,0:07:36,1000,0.2510985206067562,356.17952231328684,1000.0,5.1256488345624485
10,0:08:28,1100,0.2387624034285545,408.5377833228312,1000.0,5.547376634119396
11,0:09:12,1200,0.2262622436881065,391.4304257582649,1000.0,5.409582747866693
12,0:10:00,1300,0.2181432858109474,382.74223983165354,1000.0,5.339602395916052
13,0:10:42,1400,0.2103891736268997,598.5660583942955,1000.0,7.0779890867538064
14,0:11:23,1500,0.2032386972010136,626.5778387855551,1000.0,7.303614351579253
15,0:12:05,1600,0.19371537402272224,501.9555451582149,1000.0,6.2998246027635405
16,0:12:46,1700,0.1856754983961582,257.45450555783293,1000.0,4.330452751371088
17,0:13:27,1800,0.17992598846554755,363.2553622803873,1000.0,5.182642293890641
18,0:14:08,1900,0.17226264491677284,178.95847413566102,1000.0,3.698194193364528
19,0:14:50,2000,0.16773971989750866,328.0737090461648,1000.0,4.8992661672362505
20,0:15:31,2100,0.16027964174747467,238.1040053514056,1000.0,4.174591121992388
21,0:16:12,2200,0.15555616930127145,400.4980582968866,1000.0,5.482619411880551
22,0:16:53,2300,0.15267556935548782,304.03084148692426,1000.0,4.7056091313589645
23,0:17:34,2400,0.1483520731329918,390.214888940773,1000.0,5.3997920165200615
24,0:18:15,2500,0.14420259192585946,205.90278702220837,1000.0,3.915221374273882
25,0:18:56,2600,0.14041977912187575,521.0711700078372,1000.0,6.453794391857906
26,0:19:37,2700,0.13579027041792868,325.18139217694517,1000.0,4.875969548797087
27,0:20:23,2800,0.13365695871412753,401.89588365319213,1000.0,5.493878414764015
28,0:21:04,2900,0.12971090264618396,234.55989653494103,1000.0,4.146044543405955
29,0:21:45,3000,0.12719877541065214,157.06290232104175,1000.0,3.5218328867936832
30,0:22:26,3100,0.12344265699386595,665.2384860126018,1000.0,7.615012579292316
31,0:23:07,3200,0.121046177521348,333.254413635907,1000.0,4.940994962361595
32,0:23:48,3300,0.11885549604892733,653.8569027877691,1000.0,7.523337837688347
33,0:24:29,3400,0.11752748496830465,420.1135382491772,1000.0,5.640615362052103
34,0:25:10,3500,0.11457525938749312,667.2705128613469,1000.0,7.6313798572545375
35,0:25:52,3600,0.1114836598187685,814.7679330635617,1000.0,8.819420889611736
36,0:26:34,3700,0.10894531585276128,276.4045279290226,1000.0,4.483088669410842
37,0:27:15,3800,0.10797606021165848,439.10529453804634,1000.0,5.793587432456932
38,0:27:56,3900,0.10484644643962383,780.0500821458184,1000.0,8.539780531231287
39,0:28:37,4000,0.1026029658317566,340.92145078058763,1000.0,5.002750311790754
40,0:29:18,4100,0.10138623975217342,956.6432408261252,1000.0,9.96217773830203
41,0:29:59,4200,0.09861044250428676,1511.5533317453574,1000.0,14.43178782624316
42,0:30:41,4300,0.09634928107261656,1736.2946085137378,1000.0,16.24200157845069
43,0:31:22,4400,0.09544318906962873,1330.863097746816,1000.0,12.976390085440727
44,0:32:04,4500,0.09425550647079944,2456.922416957479,1000.0,22.04641093228936
45,0:32:45,4600,0.09201115779578686,1377.7767997354424,1000.0,13.354263833102578
46,0:33:26,4700,0.09015206806361677,3257.6827965449015,1000.0,28.49626060919576
47,0:34:07,4800,0.08877075530588628,1958.4644860346973,1000.0,18.031503593379558
48,0:34:49,4900,0.08679009176790714,1764.0255618681476,1000.0,16.4653648780003
49,0:35:35,5000,0.08509850807487965,2087.1537023810274,1000.0,19.068051007101964
50,0:36:16,5100,0.08428584985435009,1203.8428783178324,1000.0,11.953285868338076
51,0:36:58,5200,0.08225006856024265,2829.7521031594756,1000.0,25.04942593202005
52,0:37:39,5300,0.08057696856558323,3715.552359314317,1000.0,32.18424259079076
53,0:38:20,5400,0.08013116516172886,3031.077361386993,1000.0,26.671031701777142
54,0:39:13,5500,0.07883696436882019,2315.3007898452065,1000.0,20.905697394060002
55,0:40:11,5600,0.07787837184965611,3364.1607256111433,1000.0,29.353903736768327
56,0:40:52,5700,0.07637658413499594,2917.78094775218,1000.0,25.75846802417154
57,0:41:33,5800,0.07614435449242593,3574.50920541378,1000.0,31.048188455490077
58,0:42:14,5900,0.07361038438975813,3821.208862887122,1000.0,33.03526941829593
59,0:42:56,6000,0.07354964684695005,3678.801249656209,1000.0,31.88822503198443
60,0:43:37,6100,0.07177457325160504,3727.1953323748403,1000.0,32.278022737694805
61,0:44:17,6200,0.07035566125065089,3949.484560129701,1000.0,34.06848607774313
62,0:44:58,6300,0.06933463383466006,4250.38654209128,1000.0,36.492148137715844
63,0:45:39,6400,0.06816816948354244,4433.902319967568,1000.0,37.970304663457604
64,0:46:19,6500,0.06874442987143993,4673.536702470343,1000.0,39.9004772643517
65,0:46:59,6600,0.06682684503495694,4258.03127141469,1000.0,36.55372380531074
66,0:47:40,6700,0.066059561483562,4469.7311389226725,1000.0,38.258893487595714
67,0:48:20,6800,0.06530408855527639,4358.5614100912935,1000.0,37.36345952524824
