duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:00:21,100,0.7826899242401123,0.33698463768095877,15.3,-0.02814454280366867
0:00:26,200,0.7246889197826385,6.648241470530787,22.3,0.10933550845350555
0:00:33,300,0.6252569282054901,-18.26857375478725,71.4,-0.4334351511894897
0:00:40,400,0.4998399719595909,-36.35868205371129,91.0,-0.8274975514453353
0:00:49,500,0.39157980293035505,-20.941641233664154,100.5,-0.491663403301984
0:00:57,600,0.31690163880586625,-17.321939169767678,104.5,-0.41281431849053923
0:01:06,700,0.270312991142273,-16.460312831198866,107.7,-0.39404524660387297
0:01:15,800,0.24189319476485252,1.955136505365995,132.6,0.0071041576696375675
0:01:29,900,0.22416843876242637,62.53526814560409,192.9,1.3267398219507187
0:01:45,1000,0.20781991079449655,225.80081450530605,280.6,4.883203498921232
0:02:02,1100,0.19504526033997535,195.53473592383344,292.8,4.223908188187437
0:02:25,1200,0.1872202667593956,453.3503715769871,433.0,9.839985578670001
0:02:47,1300,0.17795019537210466,515.3115297121709,417.7,11.189704568402902
0:03:04,1400,0.17339187026023864,413.6156508203264,279.9,8.974431919392195
0:03:21,1500,0.16591425925493242,476.89346370760995,319.2,10.352832005078048
0:03:35,1600,0.16207062676548958,406.6714375673245,233.7,8.82316398350432
0:03:51,1700,0.1561943657696247,437.5956720132256,275.4,9.496796106124123
0:04:07,1800,0.15147392615675925,422.9236731622485,254.8,9.177191436642351
0:04:22,1900,0.14630322769284249,480.8092822811397,264.4,10.43813148701334
0:04:39,2000,0.14282810620963574,504.00734372786854,285.0,10.943462003775602
0:04:58,2100,0.1404953298717737,533.3777894184984,332.1,11.583247467421607
0:05:21,2200,0.13657934591174126,654.8302694639813,413.1,14.228884243769418
0:05:37,2300,0.13319598153233528,498.3049764727945,266.9,10.819245581709822
0:06:09,2400,0.13040619723498822,795.2798787909719,634.8,17.28834133777043
0:06:58,2500,0.12756308875977992,983.7057674571224,1000.0,21.39288049979083
0:07:19,2600,0.1249207753688097,606.0495878722106,383.0,13.16627963375099
0:07:44,2700,0.12303725391626358,642.9028823079733,484.0,13.969066296092631
0:08:34,2800,0.12083647206425667,987.4407860251191,1000.0,21.474241559524923
0:09:11,2900,0.11853870511054992,834.521963530369,726.6,18.14316375496789
0:09:44,3000,0.1163690073043108,764.9451945222202,627.2,16.627551568222255
0:10:26,3100,0.11491844780743123,905.0414836497843,860.7,19.679312179507725
0:11:03,3200,0.11402832671999931,860.388129735499,730.8,18.706614419374162
0:11:31,3300,0.11083751544356346,777.3963053426919,527.2,16.898777949772356
0:12:13,3400,0.10941306322813034,898.4668792005148,860.7,19.536095546019357
0:12:35,3500,0.10854245357215404,743.9288918125997,392.8,16.16974697394301
0:13:24,3600,0.10636503800749779,965.6398227259854,1000.0,20.999344461973703
0:14:14,3700,0.10563862450420856,962.8998642562723,1000.0,20.939659102807518
0:15:04,3800,0.10381215110421181,969.5562348585366,1000.0,21.08465687358796
0:15:53,3900,0.10170185983181,969.3932727200752,1000.0,21.081107019138674
0:16:42,4000,0.10129092887043953,970.7030718701742,1000.0,21.109638777401937
