duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:00:07,100,0.5768070870637894,15.220256738686174,28.2,1.0905445758313295
0:00:23,200,0.53927430331707,610.8185384021606,431.2,19.390899456515854
0:00:30,300,0.48396564841270445,360.4948501864895,172.6,11.699452938916638
0:00:37,400,0.4222676295042038,378.59498950502086,182.1,12.255597882776824
0:00:44,500,0.37640556633472444,509.4765978553684,194.6,16.277066637650517
0:00:52,600,0.3399521344900131,470.49704611960397,187.4,15.079380795001388
0:01:00,700,0.308564290702343,406.9465616177977,220.9,13.12672838644455
0:01:09,800,0.28991901576519014,445.41739809911604,246.8,14.308783442410448
0:01:17,900,0.2728688418865204,426.7074591659936,215.9,13.73390179346449
0:01:26,1000,0.26000842422246934,447.4678159619154,256.9,14.37178458881759
0:01:33,1100,0.24738058894872667,380.3828067580843,180.5,12.310530361932896
0:01:43,1200,0.23677757665514945,674.7998336971638,285.9,21.356788959007737
0:01:51,1300,0.22842204749584197,423.43259440070625,203.7,13.633278287258893
0:01:59,1400,0.22122607246041298,422.53672219276984,231.8,13.605751714671763
0:02:07,1500,0.21123996943235399,405.77435810271993,219.9,13.090711257149959
0:02:17,1600,0.2050129483640194,733.2039900516027,297.8,23.151315270950864
0:02:25,1700,0.19885642409324647,382.95026782078423,207.9,12.389418179504364
0:02:32,1800,0.19252268120646476,457.14776126661684,194.2,14.669210622027244
0:02:41,1900,0.18899804398417472,682.5002188792366,265.6,21.59339102098199
0:02:49,2000,0.18367402330040933,489.76287227399797,193.6,15.671342636647859
0:02:56,2100,0.17949361220002175,522.4507914434218,201.7,16.675711755109457
0:03:08,2200,0.1766086360812187,1045.4661014488202,353.3,32.74588199535546
0:03:19,2300,0.17255539551377297,962.1617343469703,325.5,30.186271721100088
0:03:31,2400,0.16942552357912063,1051.079540740047,352.5,32.918360550605335
0:03:45,2500,0.16768476024270057,1238.0696257378936,422.8,38.66381855473613
0:03:57,2600,0.16458747163414955,1152.3483758405189,376.6,36.02994713127195
0:04:12,2700,0.16166277781128882,1450.7791354218537,471.6,45.19953169151833
0:04:27,2800,0.15864664882421495,1481.1768436957143,481.2,46.133531782011346
0:04:42,2900,0.1561785088479519,1436.2694174933922,457.9,44.75370604781792
0:04:56,3000,0.1534361757338047,1350.096616712358,437.8,42.10596027032676
0:05:09,3100,0.15229857057332993,1241.203750401083,411.9,38.76011768007357
0:05:27,3200,0.14968092769384383,1785.3264042485334,583.6,55.47883224086285
0:05:44,3300,0.14797610640525818,1732.7254008953291,558.4,53.8626136282853
0:06:03,3400,0.14538042560219766,1777.9866275867382,578.2,55.253310237540965
0:06:23,3500,0.1420811629295349,1933.466870738448,636.0,60.030596731156294
0:06:40,3600,0.14123285003006458,1728.1008234563808,551.4,53.72051884575908
0:06:55,3700,0.14014941968023778,1571.306280129044,507.0,48.90284916036129
0:07:13,3800,0.13907427355647087,1732.980225837741,549.3,53.870443380355034
0:07:31,3900,0.1381451866030693,1877.076164748311,593.2,58.29793570213248
0:07:50,4000,0.13434841446578502,1882.2193547955728,605.9,58.4559653774714
0:08:06,4100,0.13365551091730596,1677.6444438023234,534.8,52.170195948445006
0:08:23,4200,0.13209981605410576,1755.1442175964626,553.8,54.551454268473
0:08:40,4300,0.13079093053936958,1717.570160249074,540.4,53.396953651305466
0:08:58,4400,0.12959881737828255,1784.3236187187272,577.1,55.44802064917489
0:09:14,4500,0.12765885718166828,1649.7948931745989,524.1,51.31449055867876
0:09:31,4600,0.12609561443328857,1753.3609573012516,558.8,54.4966618064198
0:09:48,4700,0.1266464975476265,1719.148960826124,542.7,53.445463883345
0:10:03,4800,0.12485880136489869,1656.8995863931625,519.3,51.53278938730361
0:10:19,4900,0.12301638580858708,1614.517494041304,508.9,50.230557069811475
0:10:36,5000,0.12231802411377429,1698.8070680791411,539.6,52.82043881581979
0:10:52,5100,0.12060909569263459,1691.1316295657598,536.5,52.58460326527481
0:11:08,5200,0.11965408965945244,1613.8536859494986,504.9,50.210160900066356
0:11:24,5300,0.11932086579501629,1633.1058642723042,516.9,50.801703398391815
0:11:41,5400,0.11757739819586277,1752.4236254981581,559.4,54.467861346167204
0:11:59,5500,0.11662465669214725,1861.3790192706463,584.3,57.81562515541182
0:12:17,5600,0.115715788975358,1891.2314748805488,603.3,58.73287181064944
0:12:34,5700,0.11567795149981976,1750.1048521230482,545.3,54.3966147073524
0:12:51,5800,0.11443565711379051,1734.2935935550147,547.7,53.91079792141888
0:13:07,5900,0.11372581712901592,1684.4966346366557,533.7,52.380736387930874
0:13:24,6000,0.11232412569224834,1808.8193143927888,567.4,56.200675479931874
0:13:41,6100,0.11012794494628907,1726.8504730623995,547.2,53.68210057519062
0:13:58,6200,0.11078558504581451,1820.7177899697822,567.2,56.56626808202936
0:14:14,6300,0.10949359409511089,1704.8040507254257,532.3,53.00470212553553
0:14:31,6400,0.10799183495342732,1756.3496267378057,549.9,54.588491673956085
0:14:48,6500,0.10908653169870376,1697.6828180234904,536.0,52.78589510468689
0:15:05,6600,0.10788251616060734,1819.3401225899802,576.7,56.5239378693103
0:15:22,6700,0.1067982043325901,1772.9935044962378,562.1,55.099891520039144
0:15:43,6800,0.10549175329506397,2176.9562466799553,681.6,67.51205214597175
0:15:59,6900,0.1043413021415472,1661.7817695718156,521.9,51.68279936468689
0:16:15,7000,0.10414625130593777,1626.719309945039,515.2,50.6054701078469
0:16:33,7100,0.10268543764948845,1902.462114795279,594.5,59.077944491857856
0:16:51,7200,0.10405284024775029,1849.5535459979571,583.5,57.45227562237113
0:17:09,7300,0.10223606891930104,1916.8770956968333,604.4,59.52085924533894
0:17:26,7400,0.10285503178834915,1820.4555035963044,567.8,56.558209070002654
0:17:45,7500,0.10177698850631714,1997.8351334947868,629.4,62.00837619721546
0:18:04,7600,0.10077178671956062,1930.3034586927447,616.2,59.93339772160154
0:18:21,7700,0.10022705808281898,1747.021925033215,549.1,54.301888678832555
0:18:40,7800,0.0995451832562685,1987.3988974256686,620.1,61.68771237133932
0:18:58,7900,0.09961777150630952,1954.599837771802,612.2,60.67992834996492
0:19:16,8000,0.09785485245287419,1838.819038422358,581.2,57.12244710514606
0:19:35,8100,0.0972407142072916,2039.358552259957,643.9,63.28422490708673
0:19:54,8200,0.09668638557195663,1939.4590803023634,616.8,60.214713383126494
0:20:13,8300,0.09642652891576291,1970.2254114031498,624.7,61.16003977988591
0:20:29,8400,0.09541876822710037,1687.6694012004093,534.0,52.47822282443988
0:20:47,8500,0.0953488041460514,1934.5308033066078,614.4,60.06328712695807
0:21:04,8600,0.09406395524740219,1652.1134056900569,523.5,51.38572918231898
0:21:22,8700,0.09480445750057698,1901.7551330493468,604.4,59.056221768265395
0:21:38,8800,0.09340312771499157,1660.0000354454983,527.0,51.628053795704446
0:21:58,8900,0.09331169091165066,2090.103959338495,662.4,64.84342846205394
0:22:16,9000,0.0933695114403963,1816.7174403446083,570.3,56.443353325487365
0:22:32,9100,0.09140803597867489,1645.4025423089963,522.1,51.1795311706555
0:22:49,9200,0.09105824142694473,1734.368473729303,541.8,53.91309868991535
0:23:08,9300,0.09119718864560128,1937.202447970778,608.8,60.14537609023186
0:23:23,9400,0.09107057221233844,1616.7921393974525,512.6,50.300447830961694
0:23:43,9500,0.09078037522733212,2022.9265819026382,636.2,62.779336128549716
0:24:01,9600,0.08873943082988262,1895.5176928014785,600.6,58.86457015744434
0:24:16,9700,0.08893276780843734,1558.9210359291624,498.1,48.52230010385842
0:24:34,9800,0.08921090014278889,1767.7809175971374,563.6,54.939729556788485
0:24:54,9900,0.0876706263422966,2091.5080736975115,660.3,64.88657128474861
0:25:13,10000,0.08767062649130822,2000.5026681221698,631.2,62.09033887548458
0:25:29,10100,0.08835361585021019,1621.2670492796206,516.7,50.437943927616026
0:25:42,10200,0.08750568851828575,1265.9952219040274,415.7,39.5218605199809
0:25:58,10300,0.08612973824143409,1592.7495108012936,505.1,49.56171394082128
0:26:16,10400,0.08652967490255832,1904.707696869175,601.0,59.14694225449616
0:26:34,10500,0.08505361065268517,1930.706857130918,607.5,59.945792543420474
0:26:56,10600,0.08613393321633339,2188.8891444795345,695.5,67.87870240540053
0:27:14,10700,0.084682871773839,1840.011325261324,579.0,57.15908131472052
0:27:31,10800,0.08451968289911747,1786.8706136958772,561.9,55.52627962573033
0:27:49,10900,0.08386263430118561,1825.6953680104912,573.4,56.71920916227704
0:28:09,11000,0.08381616160273551,1776.4396614701914,558.2,55.20577815124593
0:28:26,11100,0.08333075545728207,1869.5314051371702,586.0,58.06611539199372
0:28:45,11200,0.08323560245335102,1841.6297490386073,585.0,57.208809009348684
0:29:03,11300,0.08202484339475631,1942.5294631359768,606.7,60.309053976785954
0:29:22,11400,0.08235715344548225,1995.7309886384915,625.7,61.943724235018685
0:29:41,11500,0.0817306423932314,1981.5088682622027,619.0,61.50673531470988
0:29:58,11600,0.08143431834876537,1848.0459377379927,581.6,57.40595284571478
0:30:16,11700,0.0817880541831255,1819.1829332836255,569.9,56.51910807013475
0:30:31,11800,0.08187269032001496,1597.6109208986725,501.1,49.71108564443685
0:30:48,11900,0.08088715240359307,1717.4859854395436,536.0,53.394367295814114
0:31:02,12000,0.08056333154439926,1411.3744434401374,453.6,43.98878298818859
0:31:17,12100,0.08051395416259766,1448.2937980132358,464.0,45.123167205628754
0:31:33,12200,0.07931895524263383,1642.1546203364865,518.6,51.0797355087948
0:31:53,12300,0.08009820871055126,2057.3726457968805,645.5,63.837726007960995
0:32:11,12400,0.0795274656265974,1881.3909942806335,595.3,58.430513169398864
0:32:29,12500,0.07978324547410011,1835.2598183238508,574.2,57.013086495979714
0:32:43,12600,0.07947862554341555,1361.824101141249,441.7,42.46629899781099
0:33:00,12700,0.07895056452602148,1771.0512805596572,554.8,55.040214740586535
0:33:15,12800,0.07882151193916798,1572.4379839234653,498.8,48.93762189509768
0:33:32,12900,0.07945110850036144,1733.8736973600212,545.8,53.89789618946632
0:33:48,13000,0.07844202049076557,1499.9629029121854,474.7,46.71075230304909
0:34:04,13100,0.07828368742018937,1716.9041424769835,537.3,53.3764895869162
0:34:23,13200,0.07742979779839515,1911.4913817644388,601.3,59.35537778025917
0:34:40,13300,0.07731691360473633,1780.0038679167296,555.9,55.31529197095928
0:34:56,13400,0.07777290441095829,1740.5348806618629,547.4,54.10256773084237
0:35:15,13500,0.07769340045750141,2023.0763307219847,628.0,62.78393731129549
0:35:34,13600,0.07681618005037308,1965.177772435471,613.5,61.00494600735168
0:35:49,13700,0.07637575112283229,1489.6626600178513,476.3,46.3942670039359
0:36:04,13800,0.07640257373452186,1608.67123209908,508.3,50.05092480497464
0:36:23,13900,0.07605163872241974,1919.4144274496052,599.6,59.59882130962843
0:36:39,14000,0.07583362303674221,1759.746287051664,553.8,54.69285747061207
0:36:56,14100,0.07503743439912797,1706.4630967892724,541.7,53.05567798068239
0:37:15,14200,0.07623854793608188,1931.6785002024947,607.5,59.975647251828214
0:37:33,14300,0.07572923973202705,1926.5911797829735,599.3,59.819334226866204
0:37:52,14400,0.0752310037612915,1967.2013428206453,622.2,61.067122238067626
0:38:06,14500,0.0747097148001194,1372.2287218377949,440.3,42.785991409639145
0:38:24,14600,0.07507314555346965,1913.3089815157623,599.0,59.411225356560706
0:38:41,14700,0.07514971129596233,1766.9604787744115,558.9,54.91452075065856
0:39:00,14800,0.07461729615926743,1909.0306884991528,595.3,59.279770510403594
0:39:19,14900,0.07507061056792735,2051.3264067058817,648.2,63.65194924455309
0:39:35,15000,0.07393001288175582,1659.856202205642,518.3,51.62363437507472
0:39:52,15100,0.07412395142018795,1768.4756512963831,553.6,54.96107594685573
0:40:08,15200,0.07428098782896995,1684.3524668270952,529.7,52.376306687311256
0:40:26,15300,0.07315141882747411,1843.1522988143806,581.8,57.25559087907192
